frame_index,frame_path,sku_index,name,price_full,price_discounted,taxonomy,other_text
6924,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006924.jpg,3,Huy Fong Chili Garlic Sauce 8 oz Jar,,,Condiments > Chili Paste,Green lid; rooster logo; plastic jar; chili garlic sauce
6856,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006856.jpg,1,Lee Kum Kee Sriracha Chili Sauce 18oz Bottle,,,Sauces & Condiments > Hot Sauce,red squeeze bottle with yellow cap/nozzle; LKK branding; multiple facings on lower-left shelves
6856,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006856.jpg,2,Lao Gan Ma Spicy Chili Crisp 7.4oz (210g) Jar,,,Sauces & Condiments > Chili Oil,iconic red label with portrait; black cap; multiple jars across mid-shelves
6856,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006856.jpg,3,Lee Kum Kee Pure Sesame Oil 16.9oz Bottle,,,Cooking Oils > Sesame Oil,tall glass bottle; green label with yellow cap; grouped on lower-right shelf
6856,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006856.jpg,4,Bull Head Barbecue Sauce (Sha Cha) 26oz Can,,,Sauces & Condiments > BBQ/Hot Pot Sauces,large round tin can; white/cream label with bold Chinese calligraphy and bull head logo; bottom-right shelf
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,1,Huy Fong Sriracha Hot Chili Sauce 17 oz Bottle,,,Condiments > Hot Sauce,Tuong Ot Sriracha; rooster logo; green cap; Huy Fong Foods
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,2,Huy Fong Chili Garlic Sauce 8 oz Jar,,,Condiments > Chili Paste,Chili Garlic Sauce; rooster logo; green lid
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,3,Lao Gan Ma Spicy Chili Crisp 7.41 oz Jar,,,Condiments > Chili Oil,Lao Gan Ma (Old Godmother) portrait; Spicy Chili Crisp
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,4,Lao Gan Ma Chili Oil with Black Bean 7.41 oz Jar,,,Condiments > Chili Oil,Chili Oil with Black Bean; red label jars with portrait
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,5,Pixian Doubanjiang Broad Bean Paste 16 oz Jar,,,Cooking Ingredients > Fermented Bean Paste,郫县豆瓣 (Pixian Doubanjiang); chili bean paste; red jar
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,6,Mae Ploy Red Curry Paste 14 oz Tub,,,Cooking Ingredients > Curry Paste,Mae Ploy; red tub with white lid
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,7,Mae Ploy Green Curry Paste 14 oz Tub,,,Cooking Ingredients > Curry Paste,Mae Ploy; green tub with white lid
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,8,Mae Ploy Yellow Curry Paste 14 oz Tub,,,Cooking Ingredients > Curry Paste,Mae Ploy; yellow tub with white lid
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,9,Mae Ploy Panang Curry Paste 14 oz Tub,,,Cooking Ingredients > Curry Paste,Mae Ploy; purple tub with white lid
6892,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0006892.jpg,10,Knorr Chicken Flavor Bouillon Powder 1 kg Canister,,,Seasonings & Spices > Bouillon & Stock,Green/yellow canister; chicken bouillon powder
7030,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007030.jpg,1,Mae Ploy Red Curry Paste Tub,,,Pantry > Cooking Ingredients > Curry Paste,Mae Ploy; Red Curry Paste; plastic tub with red label and white lid
7030,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007030.jpg,2,Mae Ploy Green Curry Paste Tub,,,Pantry > Cooking Ingredients > Curry Paste,Mae Ploy; Green Curry Paste; tub with green label
7030,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007030.jpg,3,Mae Ploy Yellow Curry Paste Tub,,,Pantry > Cooking Ingredients > Curry Paste,Mae Ploy; Yellow Curry Paste; tub
7030,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007030.jpg,4,Mae Ploy Massaman Curry Paste Tub,,,Pantry > Cooking Ingredients > Curry Paste,Mae Ploy; Massaman Curry Paste; tub
7030,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007030.jpg,5,Healthy Boy Brand Seasoning Sauce Bottle,,,Pantry > Asian Sauces > Soy Sauce,Healthy Boy Brand; blue label/shrink wrap; Seasoning Sauce
7030,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007030.jpg,6,Kewpie Deep-Roasted Sesame Dressing Bottle,,,Pantry > Condiments > Dressing,Kewpie; Deep-Roasted Sesame; tall bottle
7030,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007030.jpg,7,Squid Brand Fish Sauce Bottle,,,Pantry > Asian Sauces > Fish Sauce,"SQUID; Fish Sauce; white label with blue ""SQUID"" text"
7030,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007030.jpg,8,Tiparos Fish Sauce Bottle,,,Pantry > Asian Sauces > Fish Sauce,TIPAROS; Fish Sauce; red and yellow round logo
7249,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007249.jpg,1,Unknown Brand Egg Rolls - Original (Beige Box),,,Snacks > Cookies & Wafers,Egg Roll; beige box with green label; plain/original flavor image
7249,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007249.jpg,2,Unknown Brand Egg Rolls - Black Sesame (Beige Box),,,Snacks > Cookies & Wafers,Egg Roll; black sesame seeds pictured; beige box with green label
7249,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007249.jpg,3,Unknown Brand Butter Egg Rolls - Box (Red),,,Snacks > Cookies & Wafers,Butter Egg Roll text visible on some boxes; red box with yellow egg roll image; multiple facing
7249,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007249.jpg,4,Unknown Brand Egg Rolls - Gift Tin (Maroon),,,Snacks > Cookies & Wafers,Square maroon tin; round crest logo; egg roll gift tin
7249,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007249.jpg,5,Unknown Brand Egg Rolls - Gift Tin (Bronze/Gold),,,Snacks > Cookies & Wafers,Square bronze/gold tin; round crest logo; egg roll gift tin
7249,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007249.jpg,6,Unknown Brand Cookie Roll - Original (White Box),,,Snacks > Cookies & Wafers,"""Cookie Roll"" text prominent; white box with yellow rolled wafers"
7249,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007249.jpg,7,Unknown Brand Egg Rolls - Gift Box (Red/Green),,,Snacks > Cookies & Wafers,Large red/green box with calligraphic text; egg roll pieces pictured; green corner badge
7598,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007598.jpg,1,Want Want Shelly Senbei Rice Crackers Family Pack,,,Snacks > Rice Crackers,Hot-Kid character on orange multipack bag; MULTI-SAVE shelf tags nearby
7598,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007598.jpg,2,Unknown Brand Sliced Cake Yellow Bag,,,Bakery > Packaged Cakes,Front reads 'CAKE'; yellow bag with blue stripe; assorted individually wrapped slices visible
7598,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007598.jpg,3,Unknown Brand Rye Bread Loaf,,,Bakery > Bread,Shelf tag/label reads 'RYE bread'
7598,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007598.jpg,4,Unknown Brand Sweet Bread Rolls Pack,,,Bakery > Buns & Rolls,Clear bags with multiple rolls; purple labeling on pack
7598,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007598.jpg,5,Unknown Brand Chocolate-Filled Cookies Brown Pouch,,,Snacks > Cookies,Brown stand-up pouch with images of cookies with chocolate centers
7598,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007598.jpg,6,Unknown Brand Instant Cereal/Porridge Beige Box,,,Breakfast > Instant Cereal,Beige box showing a bowl with a white swirl; multiple identical boxes
7064,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007064.jpg,1,Healthy Boy Brand Mushroom Soy Sauce 700ml Glass Bottle,,,Condiments & Sauces > Soy Sauce,gold/beige label with mushrooms image; boy logo; SALE/SPECIAL tags on shelf
7064,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007064.jpg,2,Healthy Boy Brand Thin Soy Sauce (Red Label) 700ml Glass Bottle,,,Condiments & Sauces > Soy Sauce,red label with boy logo on glass bottles
7064,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007064.jpg,3,Healthy Boy Brand Sweet Soy Sauce (Purple Label) 700ml Glass Bottle,,,Condiments & Sauces > Soy Sauce,purple variant label; boy logo
7064,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007064.jpg,4,Golden Mountain Seasoning Sauce 600ml Glass Bottle,,,Condiments & Sauces > Seasoning Sauce,green label with red/yellow round logo; SALE tag nearby
7064,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007064.jpg,5,Banana Ketchup (Original) Squeeze Bottle 12oz,,,Condiments & Sauces > Ketchup,"red squeeze bottle, yellow cap; green/yellow front label; text includes 'Banana'/'Ketchup'; SPECIAL tag on shelf"
7064,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007064.jpg,6,Banana Ketchup (Hot & Spicy) Squeeze Bottle 12oz,,,Condiments & Sauces > Ketchup,"red squeeze bottle, yellow cap; spicy variant next to original; shelf tag shows SPECIAL"
7064,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007064.jpg,7,Black Coffee Can 240ml,,,Beverages > Coffee,text visible: 'BLACK' 'COFFEE' on small cans on top shelf
7047,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007047.jpg,1,Unknown Brand Sweet Chili Sauce (Size Unknown),,,Pantry > Sauces & Condiments > Chili Sauce,red sauce in clear bottle; yellow cap; SALE tag on shelf
7047,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007047.jpg,2,Unknown Brand Light Soy Sauce (Size Unknown),,,Pantry > Sauces & Condiments > Soy Sauce,glass bottle; red cap; lighter brown liquid
7047,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007047.jpg,3,Unknown Brand Dark Soy Sauce (Size Unknown),,,Pantry > Sauces & Condiments > Soy Sauce,glass bottle; red cap; dark sauce; multiple label colors (red/orange/green)
7047,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007047.jpg,4,"Unknown Brand Fish Sauce (Blue Label, Size Unknown)",,,Pantry > Sauces & Condiments > Fish Sauce,tall bottles with blue labels grouped together; SALE tag nearby
7047,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007047.jpg,5,Unknown Brand Oyster Sauce (Size Unknown),,,Pantry > Sauces & Condiments > Oyster Sauce,dark thick sauce in glass bottles; assorted red/yellow labels
7047,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007047.jpg,6,Unknown Brand Sesame Oil (Size Unknown),,,Pantry > Cooking Oils > Sesame Oil,tall slender bottles with golden/brown labels
7047,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007047.jpg,7,"Unknown Brand Shaoxing Cooking Wine (Chinese Rice Wine, Size Unknown)",,,Pantry > Cooking Wine,glass bottles with straw-tied necks and red/gold Chinese labels
7047,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007047.jpg,8,Unknown Brand Soy Sauce Large Jug (Size Unknown),,,Pantry > Sauces & Condiments > Soy Sauce,gray plastic jugs with red caps and red/white labels on bottom shelf
7627,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007627.jpg,1,Royal Family Brown Sugar Boba Milk Tea Mochi 210g Box,,,Snacks > Mochi,Brown Sugar Boba Milk Tea Mochi; Royal Family; images of black boba pearls; product of Taiwan
7627,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007627.jpg,2,Royal Family Red Bean Mochi 210g Box,,,Snacks > Mochi,Mochi with red bean filling; Royal Family; box format
7627,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007627.jpg,3,Want Want Shelly Senbei Rice Crackers Large Bag,,,Snacks > Rice Crackers,Want Want (Hot-Kid) mascot; Shelly Senbei; 旺旺; orange bag; individually wrapped crackers inside
7627,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007627.jpg,4,Want Want Snow Cookies Rice Crackers Large Bag,,,Snacks > Rice Crackers,Want Want (Hot-Kid) mascot; Snow Cookies / rice crackers; 旺旺; yellow bag; individually wrapped
7627,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007627.jpg,5,Orion Choco Boy Chocolate Biscuit Family Pack (Multipack Bag),,,Snacks > Cookies,CHOCO BOY; 오리온 Orion; red multipack bag with mushroom-shaped chocolate biscuits
7643,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007643.jpg,1,Lotte Binch Chocolate Covered Biscuits,,,Snacks > Cookies & Biscuits,LOTTE; BINCH; chocolate coated biscuits (box)
7643,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007643.jpg,2,Haitai-Calbee Honey Butter Chip,,,Snacks > Chips,허니버터칩; HAITAI; CALBEE; yellow bag
7643,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007643.jpg,3,Orion Kkobuk Chips (Turtle Chips) Sweet Corn flavor,,,Snacks > Chips,오리온; 꼬북칩; yellow bags
7643,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007643.jpg,4,Nongshim Shrimp Crackers (Original),,,Snacks > Chips,NONGSHIM; SHRIMP CRACKERS; red bag
7816,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007816.jpg,1,Unknown Brand Wheat Rusks Large Bag,,,Snacks > Crackers,WHEAT RUSKS; clear bag with yellow label and large black characters; multiple packs across middle shelves
7816,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007816.jpg,2,Unknown Brand Rice Crackers Glazed (Red/Gold Emblem) Large Bag,,,Snacks > Rice Crackers,clear bag; big red-and-gold badge/emblem on front; oval rice crackers visible
7816,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007816.jpg,3,Unknown Brand Rice Crackers (Panda Icon) Large Bag,,,Snacks > Rice Crackers,clear bag with black panda silhouette on right side; light beige crackers inside
7816,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007816.jpg,4,Unknown Brand Prawn Crackers Yellow Bag,,,Snacks > Chips,yellow packaging with large shrimp graphic on upper-left shelf
7816,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007816.jpg,5,"Unknown Brand Japanese Rice Crackers (White Bag, Orange Circle)",,,Snacks > Rice Crackers,white bags with large orange circular cracker image; Japanese text; top shelf center-right
7816,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007816.jpg,6,Unknown Brand Assorted Rice Crackers (Green/Red Diagonal Stripe Bag),,,Snacks > Rice Crackers,clear bag with green and red diagonal stripe trim; mixed cracker shapes visible
7816,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007816.jpg,7,Unknown Brand Wheat Snack Sticks (Long Sticks) Bag,,,Snacks > Crackers,long breadstick-like wheat snacks in clear bags; lower-left shelf
7792,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007792.jpg,1,Hsin Tung Yang Tiny Rice Crackers Soy Sauce Flavor Bag,,,Snacks > Rice Crackers,新東陽; TINY RICE CRACKERS; soy sauce flavor
7792,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007792.jpg,2,Hsin Tung Yang Tiny Rice Crackers Spicy Bag,,,Snacks > Rice Crackers,新東陽; TINY RICE CRACKERS; spicy
7792,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007792.jpg,3,Hsin Tung Yang Tiny Rice Crackers Seaweed Bag,,,Snacks > Rice Crackers,新東陽; TINY RICE CRACKERS; seaweed
7792,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007792.jpg,4,Want Want Senbei Rice Crackers Original Family Pack Large Bag,,,Snacks > Rice Crackers,旺旺; 仙贝; Family Pack; 大礼包
7792,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007792.jpg,5,Want Want Senbei Rice Crackers Seaweed Large Bag,,,Snacks > Rice Crackers,旺旺; 仙贝; 海苔味
7792,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007792.jpg,6,Sanko Seika Yuki no Yado Rice Crackers Bag,,,Snacks > Rice Crackers,雪の宿; Yuki no Yado
7674,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007674.jpg,1,Oishi Prawn Crackers Original,,,Snacks > Chips & Crackers,Oishi; prawn crackers; orange striped bag
7674,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007674.jpg,2,Beika Rice Crackers (Red Bag),,,Snacks > Rice Crackers,BEIKA
7674,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007674.jpg,3,Beika Rice Crackers (Orange Bag),,,Snacks > Rice Crackers,BEIKA
7674,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007674.jpg,4,JDB Herbal Tea 310ml Can 6-Pack,,,Beverages > Tea,加多宝 (JDB) Herbal Tea; yellow shrink-wrap with red can image; 310ml cans
7674,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007674.jpg,5,GGE Wheat Crackers Original,,,Snacks > Crackers,GGE; Wheat Crackers
7674,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007674.jpg,6,Lotte Koala's March Chocolate,,,Snacks > Cookies & Biscuits,Lotte; Koala’s March; yellow small packs with koala characters
7674,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007674.jpg,7,Meiji Kinoko no Yama Chocolate Biscuits,,,Snacks > Cookies & Biscuits,meiji; きのこの山; chocolate mushroom-shaped biscuits
7844,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007844.jpg,1,Indomie Mi Goreng Instant Noodles 5-Pack,,,Pantry > Instant Noodles,Mi Goreng; fried noodles; multipack
7844,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007844.jpg,2,Want Want Senbei Rice Crackers Bag,,,Snacks > Rice Crackers,WANT WANT; 仙贝; SENBEI; rice crackers; large yellow bag
7844,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007844.jpg,3,Want Want Shelly Senbei Rice Crackers Bag,,,Snacks > Rice Crackers,WANT WANT; 雪饼; Shelly/Shelley Senbei; glazed rice crackers
7844,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007844.jpg,4,Want Want Sandwich Rice Crackers Bag,,,Snacks > Rice Crackers,WANT WANT; sandwich rice crackers; individually wrapped
7884,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007884.jpg,1,Wakasho Chia Seed Apple Jelly (Multipack),,$5.47,Snacks > Jelly,WEEKLY SALE; WAKASHO CHIASEED APPLE JELLY
7884,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007884.jpg,2,Want Want Senbei Rice Crackers (Family Pack),,,Snacks > Rice Crackers,WANT WANT SENBEI; 旺旺仙贝
7884,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007884.jpg,3,Myojo Ippeichan Yakisoba 5-Pack,,,Pantry > Instant Noodles,夜店の焼そば; Ippeichan
7863,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007863.jpg,1,Want Want Senbei Rice Crackers Family Pack,,,Snacks > Rice Crackers,WANT WANT SENBEI; 旺旺; 仙貝; large yellow bag with green stripes; individually wrapped rice crackers
7863,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007863.jpg,2,Want Want Shelly Senbei (Snow Rice Crackers) Family Pack,,,Snacks > Rice Crackers,旺旺 雪餅; red/green striped multi-pack; individually wrapped glazed rice crackers
7863,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007863.jpg,3,Want Want Hot-Kid Xiao Xiao Su (Mini Crunchy Snack),,,Snacks > Puffed & Crunchy,旺旺; 小小酥; Hot-Kid mascot on orange bag
7863,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007863.jpg,4,Want Want Sachima (Original),,,Snacks > Pastries,Sachima / 沙琪瑪; clear bag with rectangular fried egg cake pieces; 旺旺 branding
7901,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007901.jpg,1,Wakasho Chiaseed Apple Jelly,,5.47,Snacks > Jelly & Pudding,WEEKLY SALE; WAKASHO CHIASEED APPLE JELLY
7901,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007901.jpg,2,Want Want Senbei Rice Crackers,,,Snacks > Rice Crackers,旺旺; large yellow family-size bag
7901,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007901.jpg,3,Matcha Senbei Rice Crackers,,,Snacks > Rice Crackers,text on pack: 'MATCHA' 'SENBEI'; yellow/green package
7901,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007901.jpg,4,Tomato Flavor Rice Crackers,,,Snacks > Rice Crackers,green bag with red tomato graphics; Chinese text on front
7997,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007997.jpg,1,T&T Fried Fish Skin Salted Egg 100g,$10.99,,Snacks > Seafood Snacks,Fried Fish Skin; Salted Egg flavor; cartoon duck graphic; T&T Summer Vibes shelf tag
7997,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007997.jpg,2,T&T Fried Chicken Skin 100g,$9.99,,Snacks > Meat Snacks,Fried Chicken Skin; resealable bag with green header; T&T logo
7997,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007997.jpg,3,T&T Peanut Thin Crackers 180g,$5.99,,Snacks > Crackers,Peanut Thin Crackers; box with cartoon peanut; Summer Vibes shelf strip
7997,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007997.jpg,4,Unknown Brand Young Coconut Juice 1L,$4.79,,Beverages > Coconut Water,White/green 1L carton; screw cap; image of green coconut; Chinese text likely '椰青汁'
7974,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0007974.jpg,1,Unknown Brand Apple Vinegar Drink 1.5L Bottle,,,Beverages > Vinegar Drinks,white label with green apples; green cap; PET bottle; bottom shelf
